10622,0
5112,1
13221,2
8081,3
10624,4
2998,5
12993,6
7710,7
12072,8
1241,9
11620,10
5144,11
14589,12
1199,13
9543,14
11283,15
2109,16
1383,17
7379,18
4700,19
10950,20
5157,21
7635,22
7913,23
7209,24
85,25
14613,26
9316,27
2117,28
12566,29
1433,30
12046,31
2279,32
7243,33
3066,34
3460,35
4406,36
5579,37
11677,38
12870,39
1456,40
5001,41
10099,42
7238,43
10940,44
7504,45
1836,46
7868,47
9357,48
2888,49
11546,50
5581,51
7073,52
2470,53
3359,54
6645,55
585,56
1608,57
137,58
12979,59
5095,60
9173,61
1929,62
7456,63
12093,64
7670,65
4718,66
10795,67
13581,68
11100,69
353,70
14053,71
12274,72
6273,73
11969,74
11840,75
13223,76
12113,77
7918,78
7339,79
6459,80
6089,81
3350,82
3784,83
2213,84
4494,85
8795,86
10704,87
4200,88
9713,89
14795,90
6513,91
1631,92
14766,93
4411,94
1465,95
6701,96
12928,97
987,98
1101,99
1600,100
4467,101
831,102
12999,103
2539,104
4336,105
243,106
2159,107
11435,108
12677,109
5166,110
1717,111
5297,112
8321,113
13963,114
6014,115
12665,116
6669,117
13584,118
3331,119
2386,120
10868,121
6996,122
5043,123
3842,124
10257,125
8898,126
7244,127
8747,128
2321,129
7433,130
13535,131
14596,132
11062,133
878,134
14928,135
2063,136
3780,137
3521,138
2273,139
4298,140
4924,141
12771,142
1028,143
3079,144
286,145
2524,146
12407,147
2414,148
12225,149
8304,150
817,151
496,152
2805,153
1911,154
6867,155
10478,156
4784,157
9971,158
2108,159
6061,160
3676,161
4781,162
1509,163
10730,164
5135,165
5783,166
9794,167
12515,168
8187,169
2957,170
220,171
2311,172
12450,173
13867,174
7842,175
3759,176
10768,177
1390,178
476,179
5900,180
9669,181
9784,182
13834,183
7652,184
80,185
8577,186
5791,187
11762,188
6525,189
12363,190
13367,191
9388,192
13655,193
6807,194
3882,195
10838,196
9989,197
13461,198
3692,199
9870,200
8858,201
3643,202
3942,203
13483,204
2372,205
12293,206
7464,207
3437,208
3885,209
12131,210
6990,211
593,212
7112,213
7503,214
10733,215
9503,216
13718,217
3075,218
11844,219
544,220
4351,221
2045,222
10835,223
1790,224
3848,225
3670,226
10765,227
9356,228
11747,229
4499,230
11082,231
1485,232
11045,233
12011,234
775,235
10902,236
1630,237
8806,238
5500,239
9536,240
3312,241
1910,242
10029,243
2780,244
12574,245
8164,246
3401,247
6432,248
8635,249
3192,250
11692,251
4746,252
7472,253
8438,254
13275,255
7087,256
2612,257
10493,258
6152,259
14811,260
12426,261
7506,262
3648,263
754,264
7368,265
5258,266
7712,267
690,268
5934,269
7525,270
14119,271
7463,272
3431,273
6616,274
5830,275
4645,276
2936,277
9082,278
7005,279
3263,280
10479,281
6931,282
8561,283
1833,284
12621,285
11254,286
3476,287
12090,288
2556,289
11000,290
3952,291
1940,292
839,293
3147,294
1752,295
10349,296
9162,297
4432,298
11486,299
3983,300
955,301
8529,302
13231,303
8789,304
12042,305
7428,306
13886,307
4649,308
5009,309
9554,310
4790,311
9788,312
12884,313
764,314
1491,315
9396,316
834,317
10823,318
6320,319
14687,320
9506,321
5640,322
12579,323
5784,324
2051,325
1665,326
7370,327
11709,328
8588,329
14037,330
8238,331
1927,332
10802,333
8680,334
1894,335
8871,336
6494,337
13717,338
13025,339
8237,340
14407,341
4870,342
701,343
3183,344
5465,345
13058,346
14585,347
9186,348
1304,349
1961,350
154,351
4605,352
403,353
12344,354
13803,355
945,356
7763,357
8429,358
11990,359
2839,360
2120,361
1852,362
4067,363
10145,364
9946,365
1953,366
10553,367
5957,368
4385,369
9065,370
9915,371
3363,372
11513,373
13034,374
13933,375
12496,376
3488,377
13692,378
3520,379
9741,380
13258,381
6718,382
9012,383
13843,384
7487,385
12319,386
5344,387
12471,388
6086,389
10728,390
11320,391
12879,392
3695,393
13463,394
12874,395
9957,396
4289,397
11617,398
4940,399
12845,400
3825,401
12651,402
2229,403
1051,404
13205,405
8825,406
